* Measurement data measured by REW V5.30.1
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 1M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 29, 2023 6:08:26 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: CONV_50g_p2
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 5.256 -173.082
0.732422 4.659 -161.8582
1.098633 4.621 -146.8493
1.464844 5.255 -133.6752
1.831055 5.865 -123.9534
2.197266 6.127 -114.783
2.563477 6.243 -104.138
2.929688 6.419 -92.47
3.295898 6.593 -80.3093
3.662109 6.793 -66.6423
4.02832 7.347 -51.9677
4.394531 8.225 -39.6152
4.760742 8.832 -30.4827
5.126953 8.769 -21.008
5.493164 8.39 -6.3195
5.859375 8.794 12.8178
6.225586 10.052 27.7913
6.591797 10.989 36.8014
6.958008 11.037 45.159
7.324219 10.541 58.5744
7.69043 10.589 77.7092
8.056641 11.571 95.0086
8.422852 12.563 107.1943
8.789062 13.037 117.6908
9.155273 13.124 129.6446
9.521484 13.144 144.007
9.887695 13.359 160.4933
10.253906 13.824 177.513
10.620117 14.562 -169.0123
10.986328 15.021 -161.0847
11.352539 14.366 -155.0488
11.71875 12.369 -140.8206
12.084961 11.811 -107.5121
12.451172 14.876 -86.0266
12.817383 17.057 -84.9597
13.183594 16.885 -90.6579
13.549805 13.387 -91.3152
13.916016 8.206 -35.2872
14.282227 15.874 0.7584
14.648438 19.742 -7.9342
15.014648 20.137 -24.1334
15.380859 16.392 -42.7212
15.74707 -7.354 94.1492
16.113281 18.83 91.9424
16.479492 23.71 68.4082
16.845703 24.692 41.4076
17.211914 22.142 4.8025
17.578125 17.477 -85.7604
17.944336 25.27 -169.5103
18.310547 30.247 151.1143
18.676758 32.437 115.598
19.042969 32.868 74.7665
19.40918 32.939 21.5755
19.775391 35.061 -36.8628
20.141602 38.366 -82.5712
20.507812 40.928 -117.0566
20.874023 42.329 -145.4484
21.240234 42.552 -169.6607
21.606445 41.572 170.8765
21.972656 39.444 159.9843
22.338867 37.34 165.1853
22.705078 38.135 176.701
23.071289 40.262 172.3812
23.4375 41.405 156.7021
23.803711 41.138 136.1345
24.169922 39.215 113.7955
24.536133 34.779 92.8105
24.902344 23.752 97.3699
25.268555 29.011 -173.5233
25.634766 34.24 167.4331
26.000977 35.101 137.1857
26.367188 33.061 95.9189
26.733398 30.075 22.2737
27.099609 33.945 -56.6125
27.46582 37.86 -101.115
27.832031 39.415 -135.0392
28.198242 38.696 -166.3519
28.564453 34.723 159.7961
28.930664 23.149 63.0921
29.296875 35.418 -43.5493
29.663086 40.736 -74.9735
30.029297 42.775 -100.5222
30.395508 42.701 -122.9684
30.761719 40.441 -140.4561
31.12793 35.064 -139.6742
31.494141 34.154 -82.3856
31.860352 40.279 -73.5072
32.226562 43.385 -86.2856
32.592773 44.611 -102.1174
32.958984 44.688 -116.9926
33.325195 44.194 -129.3323
33.691406 43.788 -139.9402
34.057617 43.898 -152.7977
34.423828 44.403 -171.611
34.790039 45.015 163.5542
35.15625 45.56 135.1482
35.522461 45.847 106.0405
35.888672 45.586 78.3403
36.254883 44.4 53.5847
36.621094 41.776 34.6025
36.987305 37.204 33.1241
37.353516 36.096 69.6407
37.719727 40.707 76.1418
38.085938 43.519 58.9556
38.452148 44.638 33.9073
38.818359 44.591 3.7026
39.18457 43.85 -31.708
39.550781 43.003 -71.5321
39.916992 42.422 -111.6351
40.283203 41.711 -147.0753
40.649414 39.978 -175.4514
41.015625 35.98 167.9176
41.381836 30.015 -158.658
41.748047 36.555 -121.087
42.114258 41.397 -132.2166
42.480469 43.784 -151.1232
42.84668 44.649 -171.7974
43.212891 44.312 167.3732
43.579102 42.816 147.7134
43.945312 39.998 132.2046
44.311523 35.843 130.8992
44.677734 34.432 157.4537
45.043945 38.158 165.0959
45.410156 41.209 150.6387
45.776367 43.011 128.8677
46.142578 43.83 104.1143
46.508789 43.793 77.3408
46.875 42.955 47.9631
47.241211 41.474 14.0579
47.607422 39.988 -26.4458
47.973633 39.616 -69.4596
48.339844 40.302 -104.2428
48.706055 41.035 -126.8206
49.072266 41.578 -138.8074
49.438477 42.342 -143.8757
49.804688 43.49 -147.8348
50.170898 44.558 -154.4814
50.537109 45.022 -163.6726
50.90332 44.579 -173.514
51.269531 43.068 178.6096
51.635742 40.479 176.7721
52.001953 37.44 -173.1007
52.368164 35.671 -152.2269
52.734375 35.161 -131.3932
53.100586 35.559 -106.366
53.466797 38.642 -85.9224
53.833008 42.402 -84.6996
54.199219 45.114 -95.9819
54.56543 46.661 -113.7994
54.931641 47.193 -135.5778
55.297852 46.839 -160.0076
55.664062 45.643 174.1392
56.030273 43.481 148.9868
56.396484 39.861 129.8816
56.762695 34.589 138.3831
57.128906 36.913 176.6384
57.495117 41.82 171.4883
57.861328 44.388 152.5498
58.227539 45.134 129.91
58.59375 44.164 104.7767
58.959961 41.063 74.0636
59.326172 35.324 17.9855
59.692383 36.964 -74.092
60.058594 41.609 -115.354
60.424805 43.512 -139.1851
60.791016 43.455 -155.9463
61.157227 41.836 -165.1846
61.523438 39.334 -161.7559
61.889648 38.177 -145.7036
62.255859 38.895 -137.0034
62.62207 38.933 -140.7979
62.988281 36.96 -150.5354
63.354492 31.303 -160.792
63.720703 14.797 -53.6782
64.086914 31.626 -24.5095
64.453125 35.254 -38.4403
64.819336 35.439 -55.0706
65.185547 32.836 -74.7925
65.551758 25.898 -108.925
65.917969 23.519 133.7162
66.28418 30.217 92.9689
66.650391 31.981 74.7626
67.016602 30.709 61.5492
67.382812 25.654 50.2233
67.749023 8.19 -71.6511
68.115234 27.997 -124.2471
68.481445 34.501 -128.0935
68.847656 38.717 -133.2583
69.213867 41.563 -141.8555
69.580078 43.121 -153.5986
69.946289 43.272 -167.8352
70.3125 41.62 175.6838
70.678711 36.792 155.3967
71.044922 20.336 61.2068
71.411133 36.384 -42.2314
71.777344 40.911 -64.5005
72.143555 41.701 -84.5303
72.509766 39.348 -105.2925
72.875977 30.086 -137.3091
73.242188 34.129 57.6216
73.608398 42.091 32.1199
73.974609 45.293 12.7439
74.34082 46.434 -5.8835
74.707031 46.15 -25.3223
75.073242 44.651 -47.8027
75.439453 42.163 -77.9946
75.805664 39.948 -122.1255
76.171875 40.134 -169.9197
76.538086 41.011 155.2979
76.904297 40.239 129.4971
77.270508 35.852 105.5203
77.636719 20.961 -31.6155
78.00293 38.732 -95.1929
78.369141 43.793 -112.6943
78.735352 45.742 -125.8979
79.101562 45.814 -134.8169
79.467773 44.434 -137.3857
79.833984 41.916 -129.8845
80.200195 38.942 -104.1792
80.566406 39.71 -56.3872
80.932617 44.879 -32.5947
81.298828 48.967 -32.6511
81.665039 51.168 -43.1016
82.03125 51.356 -59.8955
82.397461 48.825 -84.9873
82.763672 42.203 -149.592
83.129883 48.298 111.4043
83.496094 53.814 78.1045
83.862305 55.718 55.5815
84.228516 54.486 38.5608
84.594727 47.647 45.7542
84.960938 52.708 134.2698
85.327148 60.83 128.3408
85.693359 65.008 111.0154
86.05957 67.26 91.4529
86.425781 68.16 71.1069
86.791992 67.886 50.4155
87.158203 66.408 29.55
87.524414 63.468 8.5479
87.890625 58.24 -12.8247
88.256836 46.565 -37.9355
88.623047 46.696 134.7117
88.989258 52.381 112.343
89.355469 52.232 94.342
89.72168 48.51 81.4414
90.087891 39.659 95.2012
90.454102 40.695 174.873
90.820312 44.032 179.864
91.186523 42.306 -176.9282
91.552734 39.769 -136.6167
91.918945 44.554 -106.947
92.285156 47.65 -110.5183
92.651367 48.0 -122.0874
93.017578 45.606 -135.3096
93.383789 38.261 -146.0977
93.75 32.069 3.1504
94.116211 42.696 0.3157
94.482422 45.517 -6.4087
94.848633 45.935 -8.1902
95.214844 45.396 -2.0437
95.581055 45.184 10.8259
95.947266 45.753 23.302
96.313477 46.475 31.7021
96.679688 46.926 37.2649
97.045898 47.035 41.0112
97.412109 46.682 42.9978
97.77832 45.547 43.9058
98.144531 43.146 46.8691
98.510742 39.116 62.8767
98.876953 37.653 109.894
99.243164 41.642 135.4258
99.609375 44.411 137.1953
99.975586 45.486 131.8037
100.341797 54.098592850705174 124.1782
100.708008 52.353592850705176 116.8398
101.074219 48.978592850705176 113.7729
101.44043 44.177592850705174 127.1216
101.806641 42.918592850705174 161.5049
102.172852 44.83959285070517 167.1721
102.539062 45.031592850705174 147.3652
102.905273 44.15159285070517 106.5911
103.271484 45.17659285070517 53.3237
103.637695 47.488592850705174 11.5347
104.003906 48.51059285070517 -20.0005
104.370117 47.35259285070517 -49.6206
104.736328 42.936592850705175 -90.2354
105.102539 40.44159285070518 169.5378
105.46875 47.61759285070517 111.8896
105.834961 51.430592850705175 85.2004
106.201172 53.027592850705176 65.7224
106.567383 53.149592850705176 50.7107
106.933594 52.228592850705176 40.8323
107.299805 50.87059285070517 37.3945
107.666016 49.98159285070518 38.1479
108.032227 49.783592850705176 35.4243
108.398438 49.49959285070517 24.5378
108.764648 48.52559285070517 5.5125
109.130859 46.79259285070518 -21.4976
109.49707 44.73159285070518 -56.7573
109.863281 43.04559285070518 -97.1704
110.229492 41.63559285070517 -135.9685
110.595703 39.38259285070517 -171.1826
110.961914 34.753592850705175 150.6946
111.328125 26.829592850705172 64.6689
111.694336 33.55159285070518 -32.7207
112.060547 38.18759285070517 -75.3179
112.426758 40.756592850705175 -115.6436
112.792969 43.162592850705174 -158.2432
113.15918 45.98959285070517 161.9023
113.525391 48.68259285070517 127.885
113.891602 50.71159285070517 98.2886
114.257812 51.87459285070517 70.8623
114.624023 52.11259285070517 43.7341
114.990234 51.415592850705174 14.9946
115.356445 49.88559285070517 -18.1309
115.722656 48.13659285070517 -59.2268
116.088867 47.61259285070517 -105.9751
116.455078 48.555592850705175 -145.9258
116.821289 49.628592850705175 -174.8545
117.1875 50.216592850705176 163.6265
117.553711 50.28859285070517 145.8596
117.919922 49.857592850705174 128.8369
118.286133 48.796592850705174 109.885
118.652344 46.884592850705175 86.1729
119.018555 44.088592850705176 53.1062
119.384766 41.67259285070517 5.6152
119.750977 41.68159285070517 -42.092
120.117188 42.25759285070517 -71.1094
120.483398 42.088592850705176 -81.0515
120.849609 42.653592850705174 -76.0432
121.21582 44.74959285070517 -73.9731
121.582031 46.33459285070517 -82.7336
121.948242 46.003592850705175 -97.3716
122.314453 42.092592850705174 -111.8015
122.680664 29.383592850705174 -24.6074
123.046875 45.96259285070517 7.0566
123.413086 51.698592850705175 -11.2578
123.779297 54.47459285070517 -32.083
124.145508 55.47759285070517 -53.135
124.511719 54.95859285070517 -73.3076
124.87793 52.756592850705175 -90.7327
125.244141 48.25259285070517 -98.918
125.610352 42.73759285070517 -68.2454
125.976562 46.13559285070517 -34.8403
126.342773 48.658592850705176 -41.4573
126.708984 48.30059285070517 -57.1724
127.075195 44.96159285070517 -74.218
127.441406 35.82059285070517 -84.3455
127.807617 32.171592850705174 44.3157
128.173828 37.536592850705176 43.353
128.540039 33.13859285070517 73.4207
128.90625 42.256592850705175 137.8611
129.272461 49.44659285070517 130.1719
129.638672 53.08359285070517 113.7869
130.004883 54.55959285070517 95.9612
130.371094 54.177592850705174 79.0007
130.737305 51.625592850705175 66.4446
131.103516 46.05959285070517 75.0537
131.469727 46.564592850705175 131.8201
131.835938 52.015592850705175 136.9729
132.202148 54.49859285070517 122.8027
132.568359 54.91759285070518 103.3906
132.93457 53.588592850705176 80.4343
133.300781 50.34659285070517 51.3843
133.666992 45.11159285070517 3.1658
134.033203 43.79459285070517 -76.5693
134.399414 46.503592850705175 -125.8813
134.765625 46.83759285070517 -156.1724
135.131836 44.095592850705174 177.2776
135.498047 35.04559285070518 137.1191
135.864258 37.70159285070517 -13.6699
136.230469 44.69659285070517 -44.79
136.59668 46.73359285070517 -66.2969
136.962891 45.95659285070517 -86.2891
137.329102 41.69659285070517 -107.1377
137.695312 22.72159285070517 -179.1782
138.061523 41.08659285070517 48.3721
