* Measurement data measured by REW V5.30.1
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 1M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 29, 2023 7:43:01 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: 3DSC_50g_p2
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 -7.69 24.0055
0.732422 -6.689 40.844
1.098633 -6.284 53.0711
1.464844 -6.691 64.7368
1.831055 -7.914 79.7229
2.197266 -9.379 104.6626
2.563477 -8.723 136.5444
2.929688 -6.558 153.8551
3.295898 -5.745 157.9299
3.662109 -7.579 159.8628
4.02832 -12.999 -175.234
4.394531 -10.583 -109.9315
4.760742 -5.921 -102.211
5.126953 -5.279 -108.4071
5.493164 -8.821 -111.4827
5.859375 -16.674 -51.9793
6.225586 -8.319 -3.4465
6.591797 -5.365 -6.0457
6.958008 -6.589 -5.9723
7.324219 -9.788 22.424
7.69043 -7.42 60.2902
8.056641 -5.682 68.5205
8.422852 -7.683 82.6622
8.789062 -7.042 130.788
9.155273 -2.296 144.3197
9.521484 -1.388 136.3749
9.887695 -7.369 130.9969
10.253906 -5.396 -102.5829
10.620117 3.657 -113.2637
10.986328 6.514 -134.0989
11.352539 5.787 -158.9861
11.71875 -0.201 163.6678
12.084961 -1.714 17.847
12.451172 7.094 -28.4528
12.817383 9.731 -58.8742
13.183594 8.728 -91.1978
13.549805 3.07 -145.0173
13.916016 4.994 95.6518
14.282227 11.49 46.8669
14.648438 13.713 12.653
15.014648 12.793 -23.4767
15.380859 8.528 -80.7069
15.74707 9.939 177.988
16.113281 15.539 124.3819
16.479492 17.934 87.4205
16.845703 17.704 50.0986
17.211914 15.137 -1.2619
17.578125 14.953 -83.8291
17.944336 19.654 -144.0883
18.310547 22.761 177.6261
18.676758 23.892 144.6058
19.042969 23.363 110.0897
19.40918 21.755 66.8649
19.775391 21.461 12.0024
20.141602 23.824 -32.0344
20.507812 26.386 -55.9207
20.874023 28.656 -66.3992
21.240234 31.24 -70.6567
21.606445 34.192 -75.844
21.972656 37.006 -84.9055
22.338867 39.316 -97.324
22.705078 40.992 -112.0189
23.071289 41.989 -128.2942
23.4375 42.266 -145.8599
23.803711 41.729 -164.7745
24.169922 40.198 174.423
24.536133 37.316 149.951
24.902344 32.474 114.9551
25.268555 27.49 45.1021
25.634766 29.548 -22.2589
26.000977 30.1 -54.4558
26.367188 24.567 -66.6088
26.733398 25.793 47.5016
27.099609 36.154 41.985
27.46582 40.961 25.4105
27.832031 43.521 7.929
28.198242 44.58 -9.1831
28.564453 44.343 -25.2948
28.930664 42.753 -39.5909
29.296875 39.426 -50.233
29.663086 33.112 -49.7233
30.029297 25.707 22.2675
30.395508 33.155 67.189
30.761719 37.035 74.667
31.12793 39.461 78.6809
31.494141 41.304 79.9399
31.860352 42.477 78.2847
32.226562 42.771 75.7917
32.592773 42.221 76.2097
32.958984 41.493 83.4949
33.325195 41.894 94.2385
33.691406 43.235 97.0288
34.057617 44.083 89.1708
34.423828 43.643 72.8201
34.790039 41.461 46.5394
35.15625 37.788 -2.9321
35.522461 38.769 -77.5334
35.888672 42.765 -122.7487
36.254883 44.952 -152.2087
36.621094 45.378 -177.2195
36.987305 44.165 158.9844
37.353516 41.013 134.8203
37.719727 34.494 107.3766
38.085938 17.246 -11.3643
38.452148 31.834 -105.1477
38.818359 34.764 -138.312
39.18457 34.788 -174.6681
39.550781 34.087 143.7463
39.916992 33.713 105.4751
40.283203 32.912 82.2053
40.649414 31.599 84.1073
41.015625 33.563 103.4326
41.381836 37.349 104.97
41.748047 39.632 94.0186
42.114258 39.974 78.6233
42.480469 37.926 61.5625
42.84668 30.838 44.3503
43.212891 27.082 -158.3059
43.579102 37.944 -175.6705
43.945312 41.524 164.9077
44.311523 42.454 144.4185
44.677734 41.362 122.0291
45.043945 38.048 94.5641
45.410156 32.182 47.5004
45.776367 30.614 -32.9968
46.142578 32.368 -70.7393
46.508789 30.522 -67.8604
46.875 33.032 -23.4944
47.241211 39.135 -16.6769
47.607422 42.512 -26.749
47.973633 43.678 -39.9667
48.339844 42.921 -52.1847
48.706055 40.124 -59.1669
49.072266 35.227 -50.056
49.438477 31.707 -11.0399
49.804688 31.175 25.7175
50.170898 32.496 78.2576
50.537109 39.088 102.8407
50.90332 43.464 99.0801
51.269531 45.198 87.361
51.635742 44.272 74.0227
52.001953 39.022 67.13
52.368164 33.313 164.0508
52.734375 43.599 178.4988
53.100586 46.49 166.2588
53.466797 44.819 156.8359
53.833008 37.963 -148.5974
54.199219 49.742 -101.4923
54.56543 56.349 -113.5409
54.931641 60.087 -131.5538
55.297852 62.188 -151.292
55.664062 63.069 -171.8545
56.030273 62.879 166.9802
56.396484 61.631 145.0884
56.762695 59.224 121.8384
57.128906 55.423 95.1737
57.495117 50.062 57.931
57.861328 45.803 -3.5649
58.227539 46.534 -54.0557
58.59375 47.214 -75.3408
58.959961 47.052 -81.6738
59.326172 46.793 -82.05
59.692383 46.26 -83.1147
60.058594 44.638 -84.7947
60.424805 41.365 -79.1538
60.791016 38.393 -50.0627
61.157227 40.006 -23.5088
61.523438 41.218 -21.019
61.889648 39.715 -25.1307
62.255859 34.344 -16.4288
62.62207 32.938 53.8258
62.988281 39.008 68.6646
63.354492 41.122 60.6073
63.720703 40.37 49.9313
64.086914 36.507 44.6265
64.453125 29.014 82.071
64.819336 34.307 139.6605
65.185547 38.216 139.4506
65.551758 39.02 132.0953
65.917969 37.734 126.2274
66.28418 34.606 127.1228
66.650391 30.013 145.9667
67.016602 28.411 -166.4139
67.382812 31.784 -137.5587
67.749023 34.54 -132.0548
68.115234 35.701 -137.8861
68.481445 34.934 -152.1783
68.847656 31.376 179.8513
69.213867 27.193 99.2452
69.580078 33.685 31.3048
69.946289 37.771 2.0851
70.3125 39.24 -20.3324
70.678711 38.615 -41.2672
71.044922 35.495 -62.9198
71.411133 26.801 -94.5088
71.777344 26.771 106.7374
72.143555 34.767 76.2133
72.509766 37.385 55.6287
72.875977 37.673 36.0139
73.242188 36.155 14.7502
73.608398 32.74 -14.0829
73.974609 28.775 -70.2527
74.34082 31.391 -134.5962
74.707031 35.154 -165.3057
75.073242 37.305 176.3086
75.439453 38.192 162.1279
75.805664 38.011 150.0405
76.171875 36.726 139.8381
76.538086 34.039 133.0781
76.904297 29.203 137.5093
77.270508 24.822 -172.1038
77.636719 30.18 -135.5591
78.00293 34.14 -135.3076
78.369141 36.264 -143.3247
78.735352 37.202 -154.4749
79.101562 37.185 -167.5815
79.467773 36.222 177.615
79.833984 34.148 160.8435
80.200195 30.558 140.4609
80.566406 24.734 107.7385
80.932617 20.773 34.0388
81.298828 24.812 -10.3145
81.665039 28.012 -18.3962
82.03125 31.184 -17.1775
82.397461 34.498 -19.2046
82.763672 37.252 -26.5332
83.129883 39.146 -36.811
83.496094 40.183 -47.7502
83.862305 40.479 -57.5635
84.228516 40.252 -64.8428
84.594727 39.859 -69.1484
84.960938 39.658 -72.2107
85.327148 39.653 -77.3359
85.693359 39.482 -86.6189
86.05957 38.764 -100.2791
86.425781 37.256 -118.1008
86.791992 34.83 -140.6309
87.158203 31.527 -169.9802
87.524414 27.952 150.7837
87.890625 25.338 105.0647
88.256836 23.271 63.0159
88.623047 19.885 19.1301
88.989258 17.565 -55.7188
89.355469 22.747 -114.3867
89.72168 27.093 -139.9363
90.087891 29.765 -155.6455
90.454102 31.273 -167.4346
90.820312 31.873 -176.8794
91.186523 31.692 175.6729
91.552734 30.782 170.2935
91.918945 29.091 167.4121
92.285156 26.389 168.9944
92.651367 22.558 -176.7737
93.017578 20.829 -138.3062
93.383789 23.523 -114.4795
93.75 25.187 -111.7327
94.116211 24.547 -112.5564
94.482422 21.824 -97.9019
94.848633 23.416 -57.6479
95.214844 28.704 -51.2454
95.581055 32.227 -65.0332
95.947266 34.238 -86.0193
96.313477 35.168 -110.4414
96.679688 35.21 -136.3433
97.045898 34.312 -161.8665
97.412109 32.047 175.72
97.77832 27.16 165.4163
98.144531 23.005 -140.3054
98.510742 30.872 -119.6099
98.876953 35.368 -133.6465
99.243164 37.67 -153.2373
99.609375 38.535 -175.1125
99.975586 38.216 160.3677
100.341797 36.12214190061464 130.7361
100.708008 34.17114190061464 90.7463
101.074219 33.55314190061464 39.2703
101.44043 35.09014190061464 -6.4746
101.806641 36.615141900614645 -39.2817
102.172852 37.04614190061464 -64.1514
102.539062 36.15614190061464 -83.6895
102.905273 33.87614190061464 -96.6987
103.271484 30.698141900614644 -97.415
103.637695 29.18714190061464 -86.7207
104.003906 29.758141900614643 -91.0923
104.370117 29.810141900614642 -118.6235
104.736328 29.929141900614642 -165.0049
105.102539 31.45614190061464 145.6938
105.46875 32.66514190061464 105.8745
105.834961 31.65414190061464 71.292
106.201172 25.807141900614642 29.0374
106.567383 24.38814190061464 -120.1118
106.933594 33.72114190061464 -167.9438
107.299805 36.99414190061464 161.7036
107.666016 36.957141900614644 131.9832
108.032227 32.79614190061464 93.9941
108.398438 27.71914190061464 -28.7261
108.764648 37.722141900614645 -95.9568
109.130859 41.81514190061464 -129.3047
109.49707 42.658141900614645 -161.3022
109.863281 40.36614190061464 157.2383
110.229492 37.801141900614645 68.4321
110.595703 45.05214190061464 -5.1299
110.961914 50.316141900614646 -41.2812
111.328125 53.37314190061464 -69.5786
111.694336 54.95514190061464 -95.3457
112.060547 55.356141900614645 -119.9751
112.426758 54.65114190061464 -143.9741
112.792969 52.75414190061464 -167.5576
113.15918 49.329141900614644 169.2002
113.525391 43.319141900614646 146.3955
113.891602 27.56814190061464 126.3984
114.257812 35.08414190061464 -80.7578
114.624023 39.10814190061464 -101.9019
114.990234 38.52514190061464 -121.9053
115.356445 34.981141900614645 -137.0107
115.722656 28.836141900614642 -131.4824
116.088867 27.775141900614642 -98.978
116.455078 29.954141900614644 -111.6309
116.821289 30.82414190061464 -151.6685
117.1875 32.20814190061464 161.5171
117.553711 33.384141900614644 123.3662
117.919922 32.60114190061464 94.8779
118.286133 27.587141900614643 79.1211
118.652344 23.101141900614643 172.4829
119.018555 34.10414190061464 179.5161
119.384766 38.60514190061464 162.0391
119.750977 40.55514190061464 142.3242
120.117188 40.80314190061464 122.2432
120.483398 39.50014190061464 102.1069
120.849609 36.34014190061464 81.5771
121.21582 29.906141900614642 57.8354
121.582031 15.476141900614643 -51.957
121.948242 28.07714190061464 -130.7222
122.314453 31.317141900614644 -147.5913
122.680664 31.62014190061464 -156.0225
123.046875 30.677141900614643 -155.1748
123.413086 30.098141900614642 -145.48
123.779297 30.724141900614644 -137.0981
124.145508 31.50414190061464 -136.7183
124.511719 31.597141900614645 -141.978
124.87793 30.864141900614644 -149.8677
125.244141 29.419141900614644 -159.0557
125.610352 27.435141900614642 -169.9448
125.976562 25.03314190061464 175.4058
126.342773 22.24814190061464 154.2314
126.708984 19.019141900614642 125.6367
127.075195 14.141141900614643 93.3262
127.441406 -15.013858099385358 -90.2192
127.807617 18.060141900614642 -141.564
128.173828 25.127141900614642 -165.3101
128.540039 29.085141900614644 173.1055
128.90625 31.29714190061464 153.041
129.272461 32.17414190061464 134.4517
129.638672 31.869141900614643 117.8286
130.004883 30.467141900614642 104.4722
130.371094 28.20514190061464 96.9131
130.737305 25.983141900614644 97.0742
131.103516 25.092141900614642 97.5264
131.469727 25.154141900614643 85.7085
131.835938 25.518141900614644 60.0386
132.202148 26.582141900614644 27.6001
132.568359 28.24814190061464 -1.686
132.93457 29.790141900614643 -23.8887
133.300781 30.864141900614644 -39.9058
133.666992 31.50414190061464 -51.4824
134.033203 31.819141900614646 -60.3716
134.399414 31.83114190061464 -68.0342
134.765625 31.470141900614642 -75.0996
135.131836 30.700141900614643 -81.2671
135.498047 29.621141900614642 -85.9771
135.864258 28.44614190061464 -89.6489
136.230469 27.253141900614644 -94.1855
136.59668 25.767141900614643 -100.936
136.962891 23.572141900614643 -107.5459
137.329102 20.94914190061464 -104.875
