* Measurement data measured by REW V5.30.1
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 1M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 29, 2023 5:11:37 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: SERCONV_50g_p2
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 71.506 -27.7588
0.732422 69.965 -55.8821
1.098633 67.089 -85.0593
1.464844 62.044 -117.6318
1.831055 51.619 -174.6979
2.197266 54.355 45.0454
2.563477 59.641 1.8026
2.929688 61.032 -32.5695
3.295898 60.521 -67.7327
3.662109 58.812 -107.1154
4.02832 56.659 -153.0082
4.394531 54.95 157.4517
4.760742 53.405 111.6012
5.126953 50.389 69.3953
5.493164 43.272 7.6737
5.859375 46.633 -114.2017
6.225586 53.448 -155.6624
6.591797 56.861 178.3932
6.958008 58.567 156.728
7.324219 59.118 137.0436
7.69043 58.681 118.3445
8.056641 57.195 99.9669
8.422852 54.327 81.1978
8.789062 49.023 60.0181
9.155273 36.018 7.7218
9.521484 43.658 -126.02
9.887695 48.634 -147.6951
10.253906 49.727 -160.7493
10.620117 48.945 -168.2588
10.986328 47.307 -169.7739
11.352539 45.347 -166.1296
11.71875 43.019 -158.5173
12.084961 40.109 -140.3097
12.451172 39.78 -104.5716
12.817383 42.987 -87.1848
13.183594 45.148 -89.9929
13.549805 45.355 -100.7973
13.916016 43.182 -114.8439
14.282227 36.206 -129.3829
14.648438 30.886 26.8342
15.014648 42.277 13.5726
15.380859 45.968 -2.1591
15.74707 47.173 -17.0828
16.113281 46.758 -30.0748
16.479492 44.964 -39.4915
16.845703 41.867 -42.1717
17.211914 37.819 -31.8932
17.578125 34.579 -2.4362
17.944336 34.544 34.9818
18.310547 37.117 62.2181
18.676758 40.331 73.8864
19.042969 42.857 74.3508
19.40918 44.328 68.8741
19.775391 44.707 60.7354
20.141602 43.948 52.1855
20.507812 41.882 45.9409
20.874023 38.255 48.6246
21.240234 34.736 77.3649
21.606445 36.829 109.0753
21.972656 39.539 112.9731
22.338867 40.534 106.4634
22.705078 39.921 97.5445
23.071289 37.695 90.5391
23.4375 33.708 92.5009
23.803711 29.474 119.2805
24.169922 29.905 153.4436
24.536133 30.986 168.2462
24.902344 31.207 -176.1795
25.268555 32.911 -158.3823
25.634766 35.672 -154.4512
26.000977 37.58 -163.4691
26.367188 38.201 179.9202
26.733398 37.647 157.6563
27.099609 36.344 129.5984
27.46582 35.325 97.2919
27.832031 35.712 69.4554
28.198242 37.564 52.9916
28.564453 40.416 42.5858
28.930664 43.449 31.0294
29.296875 45.958 16.6184
29.663086 47.642 0.243
30.029297 48.403 -17.0063
30.395508 48.173 -34.1562
30.761719 46.816 -49.991
31.12793 44.056 -61.9996
31.494141 39.523 -62.2454
31.860352 35.701 -30.556
32.226562 37.933 -3.6899
32.592773 39.617 -1.6003
32.958984 39.446 -1.4921
33.325195 38.854 8.0229
33.691406 40.216 20.2477
34.057617 42.559 18.3409
34.423828 44.038 4.0296
34.790039 44.243 -18.4865
35.15625 43.198 -49.2893
35.522461 41.414 -92.7458
35.888672 40.94 -149.714
36.254883 42.692 158.3812
36.621094 44.412 118.6672
36.987305 45.079 85.1357
37.353516 44.542 53.6625
37.719727 42.672 21.8163
38.085938 39.024 -13.3353
38.452148 32.164 -63.2791
38.818359 28.739 172.6235
39.18457 35.862 105.0753
39.550781 39.544 62.6932
39.916992 41.724 24.5442
40.283203 43.091 -11.355
40.649414 43.79 -45.3198
41.015625 43.771 -77.9167
41.381836 42.902 -110.2971
41.748047 40.981 -144.7078
42.114258 37.816 173.3683
42.480469 34.546 111.236
42.84668 35.55 40.3805
43.212891 38.105 -8.2578
43.579102 39.39 -45.6652
43.945312 39.333 -80.5575
44.311523 38.122 -117.1378
44.677734 36.023 -158.6205
45.043945 33.526 153.2952
45.410156 30.776 100.6283
45.776367 26.282 37.3197
46.142578 25.837 -78.5049
46.508789 33.635 -143.3555
46.875 38.251 179.5867
47.241211 40.76 148.7803
47.607422 41.765 119.7571
47.973633 41.489 90.1362
48.339844 40.052 56.9121
48.706055 37.951 15.0703
49.072266 36.976 -36.2202
49.438477 37.972 -80.6379
49.804688 38.983 -110.1411
50.170898 39.022 -128.1917
50.537109 38.149 -135.8484
50.90332 37.11 -132.0234
51.269531 37.159 -121.0085
51.635742 38.262 -113.1255
52.001953 39.331 -110.8635
52.368164 39.884 -111.4187
52.734375 39.899 -112.6506
53.100586 39.437 -113.6506
53.466797 38.509 -114.0193
53.833008 37.065 -113.1382
54.199219 35.077 -109.7927
54.56543 32.632 -102.5378
54.931641 29.852 -90.8872
55.297852 26.324 -73.5867
55.664062 21.837 -31.2168
56.030273 25.51 29.2847
56.396484 30.994 42.6394
56.762695 34.246 39.9709
57.128906 35.913 31.1411
57.495117 36.356 17.844
57.861328 35.755 -1.1729
58.227539 34.459 -30.0933
58.59375 33.906 -72.7231
58.959961 35.647 -117.1147
59.326172 38.06 -151.5369
59.692383 39.691 179.5835
60.058594 40.274 150.4668
60.424805 40.03 116.3596
60.791016 39.861 74.1267
61.157227 40.978 29.741
61.523438 42.825 -6.2642
61.889648 44.165 -33.0154
62.255859 44.514 -52.9438
62.62207 43.789 -66.6396
62.988281 42.147 -72.353
63.354492 40.345 -67.5625
63.720703 39.641 -57.0859
64.086914 39.62 -51.9429
64.453125 38.739 -52.8271
64.819336 35.929 -53.2917
65.185547 30.203 -34.8997
65.551758 30.166 30.5896
65.917969 35.273 46.7712
66.28418 37.475 43.5085
66.650391 37.52 35.4089
67.016602 35.347 24.3633
67.382812 28.973 6.6597
67.749023 21.838 -141.8977
68.115234 33.156 -177.801
68.481445 36.058 166.0522
68.847656 34.903 153.7217
69.213867 26.986 164.4968
69.580078 32.668 -95.0168
69.946289 39.874 -100.2063
70.3125 42.391 -114.3691
70.678711 41.732 -128.77
71.044922 36.336 -134.6558
71.411133 32.74 -32.8264
71.777344 42.686 -23.915
72.143555 46.016 -35.8311
72.509766 45.968 -46.1201
72.875977 42.713 -39.5371
73.242188 43.043 10.6533
73.608398 48.922 22.4866
73.974609 51.841 11.8147
74.34082 51.78 -3.9436
74.707031 46.992 -18.9651
75.073242 41.133 118.5898
75.439453 55.015 110.761
75.805664 60.434 91.8196
76.171875 63.35 71.8003
76.538086 64.74 51.5115
76.904297 64.9 31.2603
77.270508 63.864 11.3232
77.636719 61.444 -7.8137
78.00293 57.015 -24.686
78.369141 48.219 -29.6072
78.735352 44.205 69.864
79.101562 50.88 73.5315
79.467773 51.822 59.6438
79.833984 49.579 45.417
80.200195 43.268 39.4614
80.566406 35.676 121.3247
80.932617 43.983 147.0999
81.298828 46.169 139.583
81.665039 45.344 132.4539
82.03125 42.421 134.436
82.397461 39.283 156.3494
82.763672 39.222 -176.9011
83.129883 39.45 -163.7861
83.496094 38.309 -148.9541
83.862305 38.068 -121.9019
84.228516 40.325 -102.3765
84.594727 42.343 -97.7859
84.960938 43.168 -99.2742
85.327148 42.973 -101.7581
85.693359 42.066 -103.2737
86.05957 40.68 -103.7153
86.425781 38.827 -103.7314
86.791992 36.31 -102.9956
87.158203 32.994 -98.9807
87.524414 29.326 -88.2715
87.890625 26.231 -74.8916
88.256836 22.614 -69.7498
88.623047 13.864 -72.2959
88.989258 10.885 80.8391
89.355469 18.234 63.2483
89.72168 18.15 24.0667
90.087891 19.041 -45.3389
90.454102 23.369 -92.9536
90.820312 25.111 -116.9453
91.186523 22.96 -122.771
91.552734 20.952 -67.343
91.918945 29.389 -42.1558
92.285156 34.458 -50.5769
92.651367 37.044 -64.3494
93.017578 37.851 -78.8711
93.383789 37.007 -91.8164
93.75 34.28 -98.5488
94.116211 30.13 -82.6316
94.482422 31.372 -46.6262
94.848633 35.0 -45.3323
95.214844 36.646 -61.793
95.581055 36.534 -87.7192
95.947266 35.15 -124.8701
96.313477 33.998 -177.5229
96.679688 35.135 125.918
97.045898 37.106 80.0427
97.412109 38.426 40.6438
97.77832 39.067 2.6851
98.144531 39.36 -35.0229
98.510742 39.469 -70.7939
98.876953 39.179 -102.2034
99.243164 38.035 -127.3428
99.609375 35.53 -142.6814
99.975586 31.93 -135.7512
100.341797 33.58725632767377 -105.6804
100.708008 37.10825632767377 -99.5708
101.074219 39.15725632767377 -107.355
101.44043 39.70925632767377 -117.176
101.806641 39.21125632767377 -123.9321
102.172852 38.40925632767377 -124.748
102.539062 38.320256327673775 -122.3037
102.905273 38.97825632767377 -124.6699
103.271484 39.46325632767377 -134.8474
103.637695 39.18425632767377 -151.0571
104.003906 37.927256327673774 -171.429
104.370117 35.55725632767377 165.1899
104.736328 31.82925632767377 140.1382
105.102539 26.00925632767377 118.8762
105.46875 18.41225632767377 142.9446
105.834961 24.90725632767377 171.5342
106.201172 30.31325632767377 149.3679
106.567383 33.692256327673775 122.0591
106.933594 35.82325632767377 95.8511
107.299805 36.95525632767377 72.0068
107.666016 37.17925632767377 51.1943
108.032227 36.52825632767377 34.4829
108.398438 35.06625632767377 23.9988
108.764648 33.180256327673774 23.2712
109.130859 32.06925632767377 33.269
109.49707 32.56225632767377 44.3782
109.863281 33.53225632767377 49.47
110.229492 34.03825632767377 51.6726
110.595703 34.006256327673775 55.7041
110.961914 33.95025632767377 64.9026
111.328125 34.81925632767377 77.7026
111.694336 36.81925632767377 86.116
112.060547 39.01925632767377 85.8018
112.426758 40.67625632767377 78.0645
112.792969 41.47825632767377 64.7019
113.15918 41.26325632767377 46.1965
113.525391 39.90225632767377 20.9414
113.891602 37.61825632767377 -16.731
114.257812 36.61225632767377 -71.5605
114.624023 38.60325632767377 -120.9346
114.990234 40.59925632767377 -153.5552
115.356445 41.31925632767377 -176.5864
115.722656 40.70025632767377 167.2241
116.088867 38.97525632767377 159.8389
116.455078 37.29125632767377 164.989
116.821289 37.51925632767377 173.3604
117.1875 38.54225632767377 169.0122
117.553711 38.57225632767377 152.0408
117.919922 37.12325632767377 122.8765
118.286133 35.08825632767377 73.7466
118.652344 36.34125632767377 11.4719
119.018555 39.61525632767377 -32.7659
119.384766 41.930256327673774 -64.2029
119.750977 43.064256327673775 -90.9397
120.117188 43.20625632767377 -116.094
120.483398 42.494256327673774 -141.0437
120.849609 40.98325632767377 -166.5857
121.21582 38.63425632767377 166.7271
121.582031 35.17825632767377 138.3799
121.948242 29.553256327673772 106.5886
122.314453 15.78625632767377 32.6582
122.680664 26.68025632767377 -102.0759
123.046875 32.48225632767377 -133.0164
123.413086 35.08625632767377 -157.1841
123.779297 35.96825632767377 -178.0596
124.145508 35.37125632767377 164.2498
124.511719 33.05325632767377 151.4617
124.87793 28.178256327673772 152.3806
125.244141 24.280256327673772 -154.0173
125.610352 29.97925632767377 -122.7847
125.976562 33.36525632767377 -122.3508
126.342773 34.67625632767377 -124.7454
126.708984 34.76825632767377 -122.7268
127.075195 34.695256327673775 -112.1545
127.441406 35.93525632767377 -97.1799
127.807617 38.28325632767377 -89.304
128.173828 40.38425632767377 -90.3125
128.540039 41.601256327673774 -96.4915
128.90625 41.71225632767377 -104.6135
129.272461 40.49925632767377 -111.3735
129.638672 37.73325632767377 -109.8955
130.004883 35.09225632767377 -84.4419
130.371094 37.51625632767377 -56.8
130.737305 40.45925632767377 -55.4109
131.103516 41.54525632767377 -64.627
131.469727 40.61425632767377 -76.3652
131.835938 36.976256327673774 -84.1545
132.202148 29.32325632767377 -52.9365
132.568359 34.92625632767377 7.887
132.93457 39.622256327673774 3.3503
133.300781 40.96125632767377 -10.5786
133.666992 39.78425632767377 -25.6494
134.033203 35.37325632767377 -36.6733
134.399414 24.57225632767377 4.0898
134.765625 33.13625632767377 71.5142
135.131836 37.01925632767377 64.5825
135.498047 36.939256327673775 55.6479
135.864258 33.851256327673774 59.9604
136.230469 32.49525632767377 100.3018
136.59668 36.69625632767377 118.1572
136.962891 38.68725632767377 111.1301
137.329102 37.51125632767377 97.8096
137.695312 30.48225632767377 85.6389
