* Measurement data measured by REW V5.30.1
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 1M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 30, 2023 11:05:10 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: CICADA_15g_p2
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 -0.945 -170.3266
0.732422 0.379 -158.4286
1.098633 2.756 -153.6721
1.464844 4.495 -157.2934
1.831055 4.592 -162.6702
2.197266 2.574 -159.0771
2.563477 0.921 -125.3737
2.929688 4.994 -97.3042
3.295898 8.287 -95.7623
3.662109 9.2 -99.9877
4.02832 7.866 -98.7559
4.394531 5.543 -76.2548
4.760742 7.334 -42.0088
5.126953 10.369 -30.7557
5.493164 11.596 -28.2981
5.859375 11.254 -22.7735
6.225586 10.442 -7.9883
6.591797 10.582 12.3819
6.958008 11.402 30.2713
7.324219 12.37 46.8091
7.69043 13.783 60.6066
8.056641 14.996 67.0733
8.422852 14.724 68.696
8.789062 11.794 77.8752
9.155273 10.012 129.9405
9.521484 16.044 155.853
9.887695 19.413 150.0492
10.253906 19.39 136.8537
10.620117 14.952 123.524
10.986328 1.696 -134.129
11.352539 17.604 -112.7018
11.71875 21.672 -132.1149
12.084961 21.878 -155.955
12.451172 17.96 172.1633
12.817383 9.952 57.9819
13.183594 20.799 -20.3353
13.549805 24.873 -53.6547
13.916016 25.397 -86.308
14.282227 22.746 -129.5372
14.648438 19.856 143.6401
15.014648 25.393 67.7935
15.380859 29.033 24.7222
15.74707 29.983 -15.0486
16.113281 28.909 -64.2117
16.479492 28.481 -134.8959
16.845703 31.834 158.6319
17.211914 35.03 110.7582
17.578125 36.713 68.0529
17.944336 37.298 22.2307
18.310547 37.891 -30.2427
18.676758 39.583 -83.2643
19.042969 41.741 -128.4572
19.40918 43.307 -166.3881
19.775391 43.875 159.6143
20.141602 43.306 127.0398
20.507812 41.452 93.7646
20.874023 38.032 56.6177
21.240234 32.723 7.3877
21.606445 27.614 -71.9849
21.972656 27.167 -156.8779
22.338867 27.647 121.8666
22.705078 31.727 46.0316
23.071289 36.154 -3.0902
23.4375 38.807 -39.6776
23.803711 39.842 -71.7615
24.169922 39.467 -102.6101
24.536133 37.782 -134.3846
24.902344 34.899 -169.3773
25.268555 31.216 151.0247
25.634766 27.2 113.8157
26.000977 22.103 109.3993
26.367188 25.717 152.5613
26.733398 32.339 149.2859
27.099609 36.241 135.4698
27.46582 38.429 121.1229
27.832031 39.366 107.6736
28.198242 39.108 95.2388
28.564453 37.217 84.4343
28.930664 31.847 81.8922
29.296875 27.295 175.993
29.663086 38.173 -166.6893
30.029297 43.245 -178.5957
30.395508 46.027 165.6482
30.761719 47.4 148.7792
31.12793 47.673 131.8353
31.494141 46.98 115.62
31.860352 45.421 100.9736
32.226562 43.171 88.5078
32.592773 40.559 77.0868
32.958984 37.91 60.8816
33.325195 35.614 28.6732
33.691406 35.811 -22.0732
34.057617 38.627 -66.5809
34.423828 41.005 -100.1768
34.790039 42.06 -130.2363
35.15625 41.743 -161.3384
35.522461 40.15 161.9014
35.888672 38.136 112.4536
36.254883 38.268 54.2158
36.621094 40.178 8.8286
36.987305 41.509 -23.1299
37.353516 41.735 -47.5969
37.719727 40.947 -67.0598
38.085938 39.346 -82.3047
38.452148 37.184 -94.2671
38.818359 34.616 -105.7188
39.18457 31.368 -121.998
39.550781 26.85 -153.3286
39.916992 23.76 142.2766
40.283203 26.139 87.7717
40.649414 27.252 59.1812
41.015625 25.293 42.7207
41.381836 18.553 54.7429
41.748047 21.731 132.6045
42.114258 28.268 135.7449
42.480469 31.357 127.3594
42.84668 32.874 118.021
43.212891 33.586 108.1809
43.579102 33.763 95.8389
43.945312 33.355 78.3159
44.311523 32.31 52.7026
44.677734 31.141 16.2964
45.043945 31.07 -26.6211
45.410156 31.922 -63.4551
45.776367 32.223 -89.9868
46.142578 31.169 -106.7146
46.508789 28.684 -109.261
46.875 26.946 -89.4912
47.241211 28.696 -71.4141
47.607422 30.34 -69.8333
47.973633 30.364 -72.4548
48.339844 29.105 -69.7275
48.706055 28.171 -57.21
49.072266 28.935 -47.9314
49.438477 29.706 -53.5225
49.804688 29.268 -73.4873
50.170898 28.356 -110.9958
50.537109 29.913 -158.6182
50.90332 33.327 167.925
51.269531 36.226 147.1545
51.635742 38.225 131.9478
52.001953 39.363 118.7612
52.368164 39.581 105.8865
52.734375 38.644 92.3784
53.100586 35.943 77.0146
53.466797 29.363 52.5542
53.833008 25.103 -77.9385
54.199219 35.111 -116.2083
54.56543 39.402 -130.8291
54.931641 41.641 -142.0742
55.297852 42.634 -152.5195
55.664062 42.452 -163.4009
56.030273 40.59 -175.5483
56.396484 34.8 169.8652
56.762695 27.065 -14.241
57.128906 41.302 -35.5889
57.495117 46.485 -52.5278
57.861328 49.187 -69.6328
58.227539 50.366 -86.9412
58.59375 50.272 -104.2073
58.959961 48.869 -120.9509
59.326172 45.821 -135.9929
59.692383 40.079 -144.5852
60.058594 30.337 -103.1987
60.424805 35.718 -47.4153
60.791016 37.808 -52.0857
61.157227 35.1 -59.6589
61.523438 25.231 -11.3838
61.889648 36.19 53.5234
62.255859 41.688 44.8433
62.62207 43.97 31.0415
62.988281 44.383 16.9365
63.354492 43.275 4.4209
63.720703 40.652 -3.8203
64.086914 36.54 -0.9705
64.453125 33.065 24.5449
64.819336 33.622 48.5481
65.185547 34.15 52.5349
65.551758 32.661 49.4832
65.917969 28.394 49.0984
66.28418 19.569 85.834
66.650391 24.66 163.8921
67.016602 29.567 170.6829
67.382812 31.54 168.3232
67.749023 31.89 163.6409
68.115234 30.747 157.3713
68.481445 27.277 149.7136
68.847656 15.554 144.4912
69.213867 23.466 -56.1152
69.580078 31.15 -67.6934
69.946289 34.618 -81.8594
70.3125 36.218 -97.8191
70.678711 36.496 -115.9312
71.044922 35.603 -137.3857
71.411133 33.586 -165.1313
71.777344 30.955 154.5586
72.143555 29.969 100.7273
72.509766 31.229 54.0076
72.875977 32.082 19.1216
73.242188 31.394 -12.2642
73.608398 28.692 -49.4333
73.974609 25.035 -114.5293
74.34082 28.026 169.3892
74.707031 31.945 127.9341
75.073242 33.786 97.7451
75.439453 33.859 69.606
75.805664 32.229 39.0237
76.171875 28.813 -1.9033
76.538086 25.926 -69.532
76.904297 28.204 -133.6858
77.270508 30.289 -172.3677
77.636719 30.343 157.938
78.00293 28.187 129.6387
78.369141 22.942 93.3003
78.735352 17.361 1.6721
79.101562 23.262 -62.4761
79.467773 26.073 -83.9658
79.833984 26.769 -92.3398
80.200195 26.886 -91.8127
80.566406 27.277 -88.9226
80.932617 27.418 -89.21
81.298828 26.405 -90.1399
81.665039 24.124 -81.6875
82.03125 23.532 -56.479
82.397461 25.996 -46.0051
82.763672 27.379 -57.8257
83.129883 26.607 -87.4397
83.496094 25.697 -146.0657
83.862305 29.822 152.9292
84.228516 34.266 117.824
84.594727 37.025 93.4905
84.960938 38.32 73.9211
85.327148 38.321 58.1035
85.693359 37.068 47.552
86.05957 34.765 47.4355
86.425781 33.211 64.2324
86.791992 34.711 80.394
87.158203 36.7 80.5239
87.524414 37.493 71.9644
87.890625 36.794 60.542
88.256836 34.261 50.646
88.623047 29.137 54.1841
88.989258 26.73 104.1179
89.355469 31.699 118.387
89.72168 34.076 103.2065
90.087891 34.17 76.8594
90.454102 32.648 37.917
90.820312 31.378 -19.2632
91.186523 32.693 -78.8247
91.552734 34.198 -126.5679
91.918945 34.273 -173.6431
92.285156 34.075 125.9067
92.651367 36.944 61.4595
93.017578 40.997 15.7988
93.383789 43.992 -17.8198
93.75 45.773 -46.1567
94.116211 46.466 -71.8335
94.482422 46.124 -95.833
94.848633 44.679 -118.3999
95.214844 41.864 -139.0967
95.581055 36.887 -155.4854
95.947266 27.044 -145.9604
96.313477 29.177 -62.4341
96.679688 34.141 -66.2192
97.045898 35.254 -80.2158
97.412109 34.194 -93.7051
97.77832 31.245 -101.6216
98.144531 26.762 -92.4111
98.510742 25.168 -58.4487
98.876953 27.027 -43.4448
99.243164 27.126 -43.1709
99.609375 24.387 -36.6699
99.975586 22.543 12.3774
100.341797 37.8977925567515 39.9751
100.708008 42.685792556751494 34.5977
101.074219 45.47879255675149 20.8262
101.44043 46.83679255675149 3.4727
101.806641 46.92379255675149 -16.4956
102.172852 45.63579255675149 -39.6909
102.539062 42.58679255675149 -69.7192
102.905273 37.78879255675149 -122.7144
103.271484 38.46379255675149 156.4253
103.637695 42.27579255675149 112.2417
104.003906 43.90579255675149 85.8369
104.370117 43.593792556751495 66.7495
104.736328 41.575792556751495 55.1519
105.102539 38.40579255675149 56.8691
105.46875 36.465792556751495 72.5806
105.834961 35.971792556751495 79.2275
106.201172 32.7607925567515 73.2998
106.567383 14.151792556751492 130.3081
106.933594 34.26879255675149 -153.5757
107.299805 39.34479255675149 -173.375
107.666016 40.16679255675149 160.2852
108.032227 37.224792556751495 117.8755
108.398438 36.78579255675149 19.4214
108.764648 44.413792556751496 -38.3086
109.130859 48.96379255675149 -69.2856
109.49707 51.34579255675149 -94.7505
109.863281 52.15879255675149 -118.2183
110.229492 51.54979255675149 -140.4443
110.595703 49.33979255675149 -161.1162
110.961914 44.75079255675149 -177.6328
111.328125 35.176792556751494 -165.0103
111.694336 38.551792556751494 -89.4341
112.060547 43.33879255675149 -98.8887
112.426758 44.42479255675149 -120.9854
112.792969 43.42779255675149 -148.9448
113.15918 41.02479255675149 174.8521
113.525391 38.59879255675149 126.5132
113.891602 38.0407925567515 76.1665
114.257812 38.111792556751496 38.3975
114.624023 37.13979255675149 10.1909
114.990234 34.59479255675149 -16.0381
115.356445 30.377792556751494 -55.8667
115.722656 30.39279255675149 -129.8203
116.088867 36.06879255675149 -174.0239
116.455078 40.28879255675149 161.1504
116.821289 43.03479255675149 139.7373
117.1875 44.660792556751495 117.875
117.553711 45.380792556751494 94.0967
117.919922 45.38279255675149 67.2529
118.286133 44.93779255675149 36.2065
118.652344 44.474792556751495 0.7046
119.018555 44.39379255675149 -37.0444
119.384766 44.63179255675149 -73.4268
119.750977 44.72679255675149 -106.8589
120.117188 44.25379255675149 -138.0264
120.483398 42.92379255675149 -168.1641
120.849609 40.44679255675149 162.0137
121.21582 36.23579255675149 133.7695
121.582031 28.470792556751494 122.3364
121.948242 28.797792556751492 -176.6138
122.314453 36.17879255675149 167.5308
122.680664 40.21779255675149 134.7534
123.046875 42.61379255675149 99.0586
123.413086 43.87279255675149 61.3052
123.779297 44.331792556751495 20.0654
124.145508 44.54279255675149 -25.9072
124.511719 45.18479255675149 -74.2891
124.87793 46.26379255675149 -119.5264
125.244141 47.10979255675149 -159.2573
125.610352 47.17079255675149 165.1528
125.976562 46.14079255675149 131.541
126.342773 43.743792556751494 97.5957
126.708984 39.55279255675149 59.417
127.075195 33.19079255675149 5.4272
127.441406 28.582792556751492 -81.5439
127.807617 27.016792556751493 -157.2363
128.173828 24.21779255675149 93.1079
128.540039 32.50079255675149 8.4023
128.90625 37.240792556751494 -34.1626
129.272461 39.02979255675149 -71.8047
129.638672 38.9037925567515 -113.7871
130.004883 38.28279255675149 -167.0317
130.371094 39.43979255675149 135.9448
130.737305 41.36679255675149 92.3374
131.103516 42.02479255675149 60.9893
131.469727 40.51279255675149 38.9229
131.835938 35.54279255675149 36.501
132.202148 34.871792556751494 98.8306
132.568359 41.950792556751495 107.5435
132.93457 45.489792556751496 94.1118
133.300781 46.849792556751495 77.4131
133.666992 46.57679255675149 60.9863
134.033203 44.761792556751494 47.1299
134.399414 41.32179255675149 40.3008
134.765625 37.01579255675149 51.1553
135.131836 35.69679255675149 74.4834
135.498047 35.611792556751496 76.752
135.864258 32.2697925567515 60.2275
136.230469 22.163792556751492 -25.1465
136.59668 33.099792556751495 -117.1172
136.962891 37.6387925567515 -141.2803
137.329102 38.343792556751495 -158.8008
137.695312 35.52079255675149 -168.3345
138.061523 28.913792556751492 -125.4165
