* Measurement data measured by REW V5.30.1
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 1M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 30, 2023 11:57:59 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: DJI_PRINTED_15g_p2
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 72.222 -27.5353
0.732422 70.82 -55.4944
1.098633 68.286 -84.5916
1.464844 64.185 -116.7086
1.831055 57.442 -160.1131
2.197266 50.912 100.515
2.563477 55.213 24.69
2.929688 56.337 -15.9845
3.295898 54.219 -54.262
3.662109 48.331 -109.0407
4.02832 47.249 136.6652
4.394531 52.991 76.5247
4.760742 55.384 36.2945
5.126953 55.849 -2.6725
5.493164 55.28 -44.6786
5.859375 54.452 -90.1678
6.225586 53.765 -135.3285
6.591797 52.727 -176.1469
6.958008 50.271 147.0973
7.324219 44.278 107.805
7.69043 36.643 -32.2975
8.056641 47.697 -92.9472
8.422852 51.701 -119.0989
8.789062 53.193 -139.1115
9.155273 53.234 -154.4077
9.521484 52.333 -164.5276
9.887695 50.919 -169.4147
10.253906 48.926 -170.5291
10.620117 45.921 -167.4675
10.986328 41.739 -144.7509
11.352539 43.612 -97.6046
11.71875 48.691 -90.3506
12.084961 51.771 -101.0833
12.451172 53.241 -117.7509
12.817383 53.414 -137.2487
13.183594 52.355 -158.5618
13.549805 49.893 178.488
13.916016 45.409 152.9744
14.282227 36.439 116.5779
14.648438 32.015 -32.6124
15.014648 39.028 -77.453
15.380859 39.99 -104.6954
15.74707 37.834 -127.4048
16.113281 32.408 -136.3625
16.479492 30.012 -94.3777
16.845703 36.017 -96.1547
17.211914 40.083 -126.4382
17.578125 43.182 -160.8772
17.944336 45.661 166.9038
18.310547 47.442 138.3419
18.676758 48.477 113.2023
19.042969 48.79 91.0823
19.40918 48.454 71.7842
19.775391 47.572 55.2513
20.141602 46.272 41.3557
20.507812 44.674 29.7037
20.874023 42.841 19.7675
21.240234 40.777 11.5146
21.606445 38.585 5.979
21.972656 36.75 4.0927
22.338867 35.965 2.5828
22.705078 36.08 -4.8457
23.071289 36.254 -19.609
23.4375 35.857 -39.3156
23.803711 34.396 -61.7903
24.169922 30.986 -86.9833
24.536133 22.267 -129.1578
24.902344 25.215 87.61
25.268555 33.097 55.9327
25.634766 36.829 36.2954
26.000977 38.846 19.4325
26.367188 39.733 3.2303
26.733398 39.53 -13.9124
27.099609 37.828 -34.3076
27.46582 33.308 -66.5291
27.832031 29.417 -167.2131
28.198242 38.104 130.373
28.564453 43.039 102.6558
28.930664 45.748 80.0616
29.296875 47.02 59.053
29.663086 47.112 39.041
30.029297 46.054 20.3461
30.395508 43.717 4.358
30.761719 39.874 -4.4858
31.12793 35.347 6.7019
31.494141 35.078 30.1067
31.860352 36.693 26.5303
32.226562 36.852 5.1376
32.592773 35.914 -27.5608
32.958984 35.092 -67.4558
33.325195 34.963 -103.0835
33.691406 34.642 -124.3574
34.057617 34.18 -126.2917
34.423828 35.746 -116.1709
34.790039 38.785 -115.3599
35.15625 41.107 -124.2576
35.522461 42.205 -136.8413
35.888672 42.119 -149.5996
36.254883 40.969 -160.0959
36.621094 39.01 -166.2876
36.987305 36.707 -168.416
37.353516 34.045 -172.5063
37.719727 28.947 168.8521
38.085938 24.376 57.6863
38.452148 34.683 3.8838
38.818359 39.421 -19.573
39.18457 41.479 -39.8308
39.550781 41.56 -58.3796
39.916992 39.555 -73.0215
40.283203 34.838 -71.9583
40.649414 33.149 -25.2825
41.015625 38.031 -14.4006
41.381836 40.045 -29.958
41.748047 39.025 -55.3606
42.114258 33.889 -102.3394
42.480469 35.158 143.5376
42.84668 42.679 95.7344
43.212891 46.541 66.7407
43.579102 48.368 41.6702
43.945312 48.719 18.4587
44.311523 47.708 -2.8657
44.677734 45.158 -20.6775
45.043945 40.613 -28.3142
45.410156 35.894 -1.9985
45.776367 38.444 24.0881
46.142578 40.637 16.2874
46.508789 40.472 -1.8516
46.875 37.978 -24.3608
47.241211 32.074 -53.2275
47.607422 20.031 -148.23
47.973633 28.265 120.1487
48.339844 29.103 96.9395
48.706055 22.756 111.136
49.072266 29.474 -174.1331
49.438477 36.345 178.344
49.804688 39.372 161.8245
50.170898 40.087 144.8391
50.537109 38.646 130.8633
50.90332 34.367 129.7202
51.269531 31.304 -179.1318
51.635742 37.477 -155.1963
52.001953 41.103 -162.249
52.368164 42.527 -174.2588
52.734375 42.365 174.3518
53.100586 40.875 167.1689
53.466797 38.494 169.3645
53.833008 36.836 -176.0784
54.199219 37.186 -162.9287
54.56543 37.757 -160.9729
54.931641 37.324 -165.8931
55.297852 35.71 -175.259
55.664062 33.009 165.322
56.030273 31.52 117.054
56.396484 36.388 66.8408
56.762695 41.871 40.1802
57.128906 45.918 20.4392
57.495117 48.711 2.0188
57.861328 50.436 -16.3333
58.227539 51.181 -34.8
58.59375 50.946 -53.2146
58.959961 49.632 -71.1177
59.326172 46.968 -87.3384
59.692383 42.315 -97.7346
60.058594 35.19 -79.5657
60.424805 36.439 -30.4866
60.791016 39.612 -33.489
61.157227 39.813 -53.2412
61.523438 37.626 -83.7898
61.889648 34.045 -136.7107
62.255859 34.7 152.0359
62.62207 37.611 107.2991
62.988281 38.837 77.4639
63.354492 38.352 52.7739
63.720703 36.312 30.4707
64.086914 32.75 10.1501
64.453125 27.97 -6.21
64.819336 24.355 -14.396
65.185547 25.909 -25.0625
65.551758 30.015 -44.8215
65.917969 33.515 -65.2927
66.28418 35.716 -84.3486
66.650391 36.584 -102.1877
67.016602 36.049 -119.1685
67.382812 33.71 -135.5486
67.749023 27.879 -151.3838
68.115234 10.029 7.9451
68.481445 29.397 -3.9907
68.847656 33.686 -19.2878
69.213867 34.836 -34.1538
69.580078 33.68 -47.4702
69.946289 29.481 -54.6504
70.3125 20.804 -7.2031
70.678711 29.03 49.8416
71.044922 33.576 44.687
71.411133 34.976 34.0049
71.777344 34.233 24.9412
72.143555 31.535 24.719
72.509766 28.76 48.8677
72.875977 30.919 74.99
73.242188 33.513 74.3105
73.608398 34.251 61.2151
73.974609 33.097 40.5906
74.34082 29.983 7.9675
74.707031 26.97 -53.4065
75.073242 29.529 -115.3267
75.439453 32.149 -150.0979
75.805664 32.72 -175.6799
76.171875 31.073 159.8354
76.538086 26.092 126.9438
76.904297 20.574 23.9714
77.270508 28.78 -40.4243
77.636719 32.571 -66.7412
78.00293 33.723 -87.8062
78.369141 32.916 -107.6838
78.735352 30.021 -128.3469
79.101562 23.99 -155.9802
79.467773 16.085 119.7053
79.833984 21.695 58.6238
80.200195 24.188 51.8806
80.566406 25.701 59.5664
80.932617 27.166 65.9858
81.298828 26.961 69.0337
81.665039 23.567 90.5366
82.03125 27.129 154.2627
82.397461 34.393 162.5938
82.763672 38.585 153.6833
83.129883 40.742 141.1079
83.496094 41.312 128.3953
83.862305 40.42 118.1042
84.228516 38.155 114.2153
84.594727 35.266 122.4272
84.960938 33.377 137.5454
85.327148 30.267 144.3252
85.693359 17.369 -100.4661
86.05957 36.944 -69.6399
86.425781 43.836 -82.7549
86.791992 47.762 -99.0024
87.158203 50.034 -116.355
87.524414 51.079 -134.0771
87.890625 51.058 -151.7104
88.256836 49.991 -168.8374
88.623047 47.766 175.0762
88.989258 44.041 160.9988
89.355469 37.768 151.9402
89.72168 24.297 -175.4229
90.087891 31.601 -79.585
90.454102 35.876 -77.0137
90.820312 37.279 -77.5608
91.186523 37.58 -77.4182
91.552734 37.215 -76.3225
91.918945 36.354 -72.9778
92.285156 35.469 -66.0098
92.651367 35.206 -58.6321
93.017578 35.291 -57.4438
93.383789 34.746 -64.4434
93.75 32.785 -78.75
94.116211 28.616 -102.6079
94.482422 21.957 -157.1074
94.848633 22.943 121.2341
95.214844 24.997 89.4048
95.581055 23.065 81.2715
95.947266 19.666 119.3569
96.313477 25.145 156.6492
96.679688 29.302 158.1829
97.045898 31.277 155.2371
97.412109 32.252 154.6384
97.77832 33.092 155.6001
98.144531 33.902 153.9368
98.510742 34.094 147.8992
98.876953 32.962 139.3694
99.243164 29.521 133.9355
99.609375 22.475 164.269
99.975586 27.942 -133.9155
100.341797 35.54077210958963 -136.5159
100.708008 38.164772109589634 -149.6418
101.074219 39.155772109589634 -165.0762
101.44043 38.969772109589634 179.0527
101.806641 37.78477210958963 163.4121
102.172852 35.60477210958963 148.1187
102.539062 32.170772109589635 132.7151
102.905273 26.39477210958963 115.5806
103.271484 9.797772109589632 73.3149
103.637695 21.970772109589632 -87.8867
104.003906 27.308772109589633 -112.8547
104.370117 29.15677210958963 -139.7017
104.736328 29.51377210958963 -172.0654
105.102539 29.50477210958963 148.9976
105.46875 30.090772109589633 108.2361
105.834961 31.09277210958963 73.6355
106.201172 31.707772109589634 47.8579
106.567383 31.587772109589633 30.4873
106.933594 30.90377210958963 21.3438
107.299805 30.143772109589634 19.1553
107.666016 29.502772109589632 20.103
108.032227 28.44677210958963 22.9937
108.398438 26.78977210958963 35.4683
108.764648 27.27577210958963 62.0981
109.130859 30.631772109589633 74.6287
109.49707 33.27077210958963 70.054
109.863281 34.31177210958963 58.5854
110.229492 33.63177210958963 45.5859
110.595703 30.85677210958963 36.4028
110.961914 25.66177210958963 48.8074
111.328125 26.122772109589633 95.4897
111.694336 30.008772109589632 99.6895
112.060547 30.89477210958963 85.7766
112.426758 28.471772109589633 66.1221
112.792969 18.189772109589633 37.1274
113.15918 23.508772109589632 -146.0537
113.525391 30.799772109589632 -172.1191
113.891602 33.01377210958963 164.1572
114.257812 32.36577210958963 140.0659
114.624023 28.198772109589633 113.4163
114.990234 12.695772109589631 29.6172
115.356445 27.366772109589633 -92.9258
115.722656 32.173772109589635 -119.0713
116.088867 33.19077210958963 -140.0669
116.455078 31.517772109589632 -154.8564
116.821289 27.404772109589633 -148.5132
117.1875 28.128772109589633 -110.7598
117.553711 32.40977210958963 -111.166
117.919922 34.22177210958963 -132.6182
118.286133 33.84477210958963 -166.2505
118.652344 32.460772109589634 140.7729
119.018555 34.182772109589635 73.4751
119.384766 38.06177210958963 24.7363
119.750977 40.93177210958963 -10.0884
120.117188 42.554772109589635 -39.3716
120.483398 43.13677210958963 -66.0356
120.849609 42.82577210958963 -90.9897
121.21582 41.70877210958963 -114.3066
121.582031 39.841772109589634 -135.4722
121.948242 37.29977210958963 -153.3081
122.314453 34.30577210958963 -165.9375
122.680664 31.436772109589633 -172.0488
123.046875 29.445772109589633 -174.7612
123.413086 28.284772109589632 179.2358
123.779297 27.293772109589632 166.8281
124.145508 26.21177210958963 147.0029
124.511719 25.492772109589634 117.2329
124.87793 26.35077210958963 78.6753
125.244141 29.01677210958963 42.2837
125.610352 32.07177210958963 13.6343
125.976562 34.643772109589634 -9.2407
126.342773 36.569772109589636 -28.2056
126.708984 37.95177210958963 -44.0435
127.075195 38.98377210958963 -57.3813
127.441406 39.84377210958963 -69.4443
127.807617 40.55277210958963 -81.9844
128.173828 40.923772109589635 -96.3906
128.540039 40.64177210958963 -113.1196
128.90625 39.26577210958963 -131.8975
129.272461 35.91277210958963 -151.9238
129.638672 26.65577210958963 -168.7744
130.004883 28.460772109589634 -28.1694
130.371094 37.29777210958963 -48.5732
130.737305 41.00677210958963 -73.5698
131.103516 42.80077210958963 -100.0908
131.469727 43.405772109589634 -127.7554
131.835938 43.100772109589634 -156.4209
132.202148 42.00977210958963 174.1094
132.568359 40.161772109589634 144.2988
132.93457 37.47977210958963 115.2544
133.300781 33.69877210958963 89.8071
133.666992 28.40877210958963 77.3262
134.033203 24.85977210958963 100.4741
134.399414 28.087772109589633 110.8115
134.765625 30.546772109589632 95.1553
135.131836 31.346772109589633 73.5781
135.498047 30.85977210958963 52.2749
135.864258 29.317772109589633 34.8291
136.230469 27.10977210958963 25.7163
136.59668 25.485772109589632 28.4219
136.962891 25.883772109589632 34.541
137.329102 27.41477210958963 33.7197
137.695312 29.023772109589633 27.5957
