* Measurement data measured by REW V5.30.1
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 1M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 29, 2023 5:28:19 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: CONV_15g_p2
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 14.377 4.2476
0.732422 10.628 32.0528
1.098633 12.423 81.0105
1.464844 15.779 95.9697
1.831055 16.555 102.2033
2.197266 15.646 116.1172
2.563477 15.437 141.8191
2.929688 16.707 163.1477
3.295898 17.4 178.7782
3.662109 17.772 -160.6979
4.02832 19.43 -140.4296
4.394531 21.118 -131.5185
4.760742 20.959 -127.8948
5.126953 18.334 -111.8368
5.493164 18.946 -64.3479
5.859375 23.868 -48.5925
6.225586 26.138 -54.2454
6.591797 25.1 -64.2042
6.958008 18.055 -59.9459
7.324219 20.915 43.8101
7.69043 28.671 39.371
8.056641 31.125 22.2728
8.422852 29.931 2.0198
8.789062 21.553 -23.1854
9.155273 24.875 146.2683
9.521484 33.304 120.5536
9.887695 35.821 95.7478
10.253906 34.469 67.7899
10.620117 27.1 18.502
10.986328 30.411 -118.7419
11.352539 37.517 -160.0064
11.71875 39.955 168.4317
12.084961 39.517 132.8624
12.451172 36.945 76.6525
12.817383 39.031 -5.3554
13.183594 44.207 -54.2431
13.549805 47.375 -85.6674
13.916016 48.706 -111.1167
14.282227 48.37 -132.7973
14.648438 46.121 -148.942
15.014648 41.391 -147.1778
15.380859 40.428 -101.4988
15.74707 45.55 -92.0728
16.113281 48.295 -105.7252
16.479492 49.012 -125.2291
16.845703 47.991 -147.2354
17.211914 44.936 -171.4127
17.578125 38.101 158.6584
17.944336 27.495 11.7562
18.310547 39.19 -48.124
18.676758 42.251 -78.5489
19.042969 42.611 -109.4493
19.40918 41.502 -144.8864
19.775391 39.966 172.6578
20.141602 39.211 127.5708
20.507812 39.019 89.8498
20.874023 38.144 62.3456
21.240234 35.675 44.7081
21.606445 30.614 45.3061
21.972656 28.059 101.5743
22.338867 34.329 124.1813
22.705078 38.212 118.5678
23.071289 40.304 106.4592
23.4375 41.138 91.0999
23.803711 40.83 72.9305
24.169922 39.268 51.3082
24.536133 36.151 23.4423
24.902344 31.397 -21.3786
25.268555 29.533 -94.5485
25.634766 31.88 -144.9517
26.000977 32.509 -173.0757
26.367188 30.723 170.519
26.733398 26.58 174.1188
27.099609 25.42 -147.2197
27.46582 28.885 -132.4259
27.832031 30.478 -133.8271
28.198242 30.603 -131.5669
28.564453 31.401 -121.0181
28.930664 33.893 -116.3871
29.296875 36.282 -124.1033
29.663086 37.587 -138.9014
30.029297 37.575 -156.469
30.395508 35.96 -173.5265
30.761719 31.909 176.7468
31.12793 25.967 -147.0027
31.494141 32.0 -107.512
31.860352 36.452 -116.2274
32.226562 38.287 -132.5344
32.592773 38.252 -148.8733
32.958984 36.446 -160.0416
33.325195 33.388 -153.5413
33.691406 34.045 -126.9138
34.057617 37.861 -125.1028
34.423828 40.458 -141.5352
34.790039 41.756 -165.8123
35.15625 42.176 164.9204
35.522461 42.134 131.9686
35.888672 41.966 97.459
36.254883 41.715 64.4592
36.621094 41.116 35.417
36.987305 39.841 11.7236
37.353516 37.721 -5.0276
37.719727 35.054 -12.358
38.085938 32.939 -12.2094
38.452148 31.57 -18.0753
38.818359 29.228 -43.0088
39.18457 27.142 -105.1705
39.550781 31.349 -167.7548
39.916992 35.166 158.9916
40.283203 36.858 135.8204
40.649414 36.751 117.6254
41.015625 34.994 104.6508
41.381836 31.719 99.9479
41.748047 27.467 106.6838
42.114258 21.309 120.9258
42.480469 17.278 -104.656
42.84668 30.254 -95.1875
43.212891 35.576 -108.6794
43.579102 37.932 -127.0251
43.945312 38.002 -148.3942
44.311523 35.396 -173.7634
44.677734 27.493 143.1538
45.043945 27.99 2.3181
45.410156 34.455 -41.0382
45.776367 35.235 -75.4636
46.142578 31.968 -128.5667
46.508789 33.81 133.7938
46.875 40.11 84.9507
47.241211 43.143 56.6298
47.607422 43.442 35.9304
47.973633 40.559 28.0477
48.339844 37.68 75.3606
48.706055 45.462 99.7644
49.072266 50.543 87.7019
49.438477 53.359 68.8898
49.804688 54.676 47.9264
50.170898 54.771 25.9143
50.537109 53.695 3.1375
50.90332 51.307 -20.5027
51.269531 47.141 -45.6497
51.635742 39.602 -75.5315
52.001953 24.034 156.6061
52.368164 35.889 71.7323
52.734375 37.53 33.9108
53.100586 36.33 -11.6648
53.466797 35.393 -67.952
53.833008 35.609 -116.793
54.199219 34.154 -150.8779
54.56543 26.863 -167.7495
54.931641 27.936 -50.2477
55.297852 36.742 -61.8387
55.664062 39.646 -81.3738
56.030273 39.338 -100.7451
56.396484 34.548 -115.5942
56.762695 27.373 -0.976
57.128906 40.914 2.9357
57.495117 46.049 -15.7905
57.861328 48.631 -36.9718
58.227539 49.669 -59.5875
58.59375 49.469 -83.9092
58.959961 48.105 -110.998
59.326172 45.589 -143.3684
59.692383 42.282 173.8167
60.058594 39.923 118.4714
60.424805 39.432 67.0603
60.791016 38.362 27.481
61.157227 34.625 -8.0242
61.523438 23.998 -72.377
61.889648 30.707 153.1479
62.255859 35.918 118.6553
62.62207 37.005 91.7542
62.988281 35.332 65.1179
63.354492 30.212 31.6396
63.720703 22.553 -63.1924
64.086914 29.476 -138.5955
64.453125 32.044 -163.8611
64.819336 31.247 -176.8457
65.185547 28.017 -171.3264
65.551758 26.983 -135.6001
65.917969 30.13 -117.3711
66.28418 31.88 -116.2229
66.650391 32.068 -116.1223
67.016602 31.691 -112.418
67.382812 31.513 -109.4697
67.749023 30.879 -114.886
68.115234 28.176 -134.5518
68.481445 23.246 158.4807
68.847656 29.853 79.4014
69.213867 35.333 49.8091
69.580078 38.171 29.2312
69.946289 39.29 11.5803
70.3125 39.0 -3.7393
70.678711 37.335 -15.3235
71.044922 34.3 -18.3914
71.411133 31.218 -2.8438
71.777344 31.72 18.4099
72.143555 33.38 19.1021
72.509766 33.702 6.6819
72.875977 32.47 -13.5371
73.242188 29.871 -42.8865
73.608398 27.134 -86.136
73.974609 26.702 -131.874
74.34082 27.271 -158.3696
74.707031 27.422 -164.4392
75.073242 28.499 -156.3965
75.439453 31.065 -150.8955
75.805664 33.562 -154.2532
76.171875 35.261 -162.7522
76.538086 36.146 -173.552
76.904297 36.328 174.4119
77.270508 35.858 161.1389
77.636719 34.661 146.0039
78.00293 32.46 127.8518
78.369141 28.6 103.9128
78.735352 21.564 59.6521
79.101562 20.049 -49.3921
79.467773 25.373 -102.0073
79.833984 26.921 -137.9275
80.200195 25.934 -179.3633
80.566406 24.507 117.6816
80.932617 27.495 50.4609
81.298828 31.381 8.2722
81.665039 33.834 -21.4363
82.03125 35.027 -45.3552
82.397461 35.292 -65.3486
82.763672 34.974 -82.2969
83.129883 34.432 -98.1038
83.496094 33.878 -116.665
83.862305 33.334 -142.7212
84.228516 33.107 -179.2734
84.594727 33.939 137.2778
84.960938 35.619 96.0869
85.327148 37.048 60.0593
85.693359 37.558 26.6262
86.05957 36.881 -7.8916
86.425781 35.013 -49.1521
86.791992 33.22 -105.4558
87.158203 34.308 -165.6738
87.524414 36.407 151.0928
87.890625 37.268 119.5537
88.256836 36.346 93.7781
88.623047 32.822 72.0244
88.989258 21.612 62.9731
89.355469 27.52 -162.5557
89.72168 34.604 -176.426
90.087891 37.226 167.3433
90.454102 37.775 151.9929
90.820312 36.705 138.459
91.186523 33.861 128.2026
91.552734 28.188 127.0208
91.918945 19.74 -170.2834
92.285156 27.482 -117.7249
92.651367 31.486 -114.5632
93.017578 33.107 -115.4539
93.383789 33.391 -115.1455
93.75 32.755 -110.6453
94.116211 31.879 -98.2649
94.482422 32.211 -80.2307
94.848633 33.839 -69.4072
95.214844 35.082 -69.8259
95.581055 34.832 -77.9685
95.947266 31.96 -92.062
96.313477 20.884 -128.1008
96.679688 29.316 76.656
97.045898 36.417 53.5327
97.412109 39.142 34.2971
97.77832 39.268 15.5662
98.144531 36.234 -2.2942
98.510742 21.743 -0.2471
98.876953 35.532 127.3091
99.243164 42.375 109.2305
99.609375 45.459 88.2817
99.975586 46.606 65.8042
100.341797 54.916090510228784 41.272
100.708008 52.965090510228784 12.5681
101.074219 49.337090510228784 -27.4197
101.44043 46.41209051022878 -94.21
101.806641 48.62409051022878 -156.7646
102.172852 50.66809051022878 165.8054
102.539062 50.80809051022878 137.7139
102.905273 48.92909051022878 112.5315
103.271484 44.17509051022878 86.0076
103.637695 31.958090510228782 22.167
104.003906 40.14309051022878 -102.1504
104.370117 44.97809051022878 -127.3545
104.736328 46.29809051022878 -144.231
105.102539 45.75909051022878 -156.9917
105.46875 43.80209051022878 -165.5327
105.834961 40.431090510228785 -168.0215
106.201172 35.36309051022878 -156.4834
106.567383 32.03109051022878 -107.8149
106.933594 35.89609051022878 -75.8696
107.299805 38.690090510228785 -74.2402
107.666016 39.541090510228784 -82.2881
108.032227 38.73209051022878 -94.979
108.398438 36.32909051022878 -111.9526
108.764648 32.556090510228785 -137.5537
109.130859 29.89009051022878 179.8955
109.49707 31.932090510228782 142.9756
109.863281 35.31709051022878 124.8511
110.229492 37.97909051022878 111.272
110.595703 39.330090510228786 96.4834
110.961914 38.92909051022878 79.667
111.328125 35.80709051022878 60.731
111.694336 23.85209051022878 33.6191
112.060547 32.10009051022878 -151.8721
112.426758 39.13209051022878 -174.9727
112.792969 41.76709051022878 162.9585
113.15918 42.26409051022878 140.4614
113.525391 41.15609051022878 117.2588
113.891602 38.681090510228785 93.5625
114.257812 35.330090510228786 71.5693
114.624023 32.92609051022878 57.9995
114.990234 34.327090510228786 50.4414
115.356445 37.87709051022878 35.1108
115.722656 40.80209051022878 14.3511
116.088867 42.32409051022878 -8.0176
116.455078 42.20809051022878 -30.8545
116.821289 40.01009051022878 -54.0527
117.1875 34.03409051022878 -78.2993
117.553711 15.056090510228781 97.7769
117.919922 33.63009051022878 56.4185
118.286133 35.90209051022878 26.1685
118.652344 33.46309051022878 -20.4023
119.018555 33.92409051022878 -114.7705
119.384766 40.61509051022878 -169.521
119.750977 44.39309051022878 159.8867
120.117188 45.85909051022878 135.187
120.483398 45.36109051022878 113.0654
120.849609 42.54709051022878 93.3247
121.21582 35.21809051022878 81.123
121.582031 29.21609051022878 -165.7168
121.948242 38.563090510228776 -164.043
122.314453 40.35609051022878 179.6641
122.680664 38.05409051022878 162.3882
123.046875 26.31709051022878 152.6157
123.413086 34.89909051022878 -61.1094
123.779297 41.88409051022878 -76.2637
124.145508 44.401090510228784 -92.4365
124.511719 44.59109051022878 -107.7173
124.87793 42.63509051022878 -120.8145
125.244141 37.39409051022878 -126.7285
125.610352 28.03709051022878 -55.2778
125.976562 38.39209051022878 -10.377
126.342773 42.776090510228784 -15.9502
126.708984 44.48309051022878 -25.688
127.075195 44.532090510228784 -36.1973
127.441406 43.03709051022878 -46.6777
127.807617 39.437090510228785 -56.4751
128.173828 30.64309051022878 -62.5342
128.540039 28.42409051022878 94.0737
128.90625 37.66409051022878 92.0117
129.272461 40.97209051022878 87.7539
129.638672 42.49609051022878 85.1714
130.004883 43.15809051022878 83.6548
130.371094 43.11009051022878 81.9067
130.737305 41.99409051022878 80.1216
131.103516 39.01909051022878 83.5596
131.469727 34.59309051022878 118.8447
131.835938 38.87909051022878 167.0337
132.202148 43.66109051022878 171.043
132.568359 46.07409051022878 163.7598
132.93457 46.788090510228784 154.6216
133.300781 46.16409051022878 147.8784
133.666992 44.68709051022878 148.1338
134.033203 43.70609051022878 157.5894
134.399414 44.32109051022878 165.6421
134.765625 45.19909051022878 163.2568
135.131836 45.08909051022878 153.6177
135.498047 43.51709051022878 141.6943
135.864258 40.065090510228785 133.9321
136.230469 35.18309051022878 149.1035
136.59668 36.25209051022878 -176.958
136.962891 39.447090510228776 179.8794
137.329102 40.550090510228785 160.1538
137.695312 39.74609051022878 132.7607
138.061523 37.00609051022878 95.9761
